Employee_ID,Job_Satisfaction,Work_Life_Balance,Management_Support,Career_Development,Engagement_Level,Feedback_Comments
E18709,5.0,1.8,3.8,3.2,3.5,Workload is sometimes heavy but manageable.
E18710,5.0,3.0,3.4,2.7,3.9,Feel recognised for my contributions regularly.
E18711,4.9,2.5,4.0,3.5,3.7,Management communication can improve significantly.
E18712,3.3,2.6,3.0,3.5,3.3,Could use more clarity on promotion criteria.
E18713,4.1,2.6,3.8,3.4,3.4,Workload is sometimes heavy but manageable.
E18714,4.2,2.6,3.7,3.8,3.7,Reasonable work-life balance most of the time.
E18715,4.0,3.0,3.6,4.0,3.7,Some processes feel outdated but the team is good.
E18716,4.5,2.3,3.5,2.9,3.1,Management communication can improve significantly.
E18717,4.5,3.2,4.3,3.5,3.7,Could use more clarity on promotion criteria.
E18718,4.2,3.6,3.1,3.1,3.6,Salary is decent but bonuses could be better.
E18719,5.0,2.2,4.5,4.5,4.3,Work-life balance is great and the team is collaborative.
E18720,4.8,2.7,4.6,4.5,4.4,Compensation is competitive and I feel valued.
E18721,3.7,3.3,3.0,3.2,3.1,Could use more clarity on promotion criteria.
E18722,2.6,3.3,2.9,3.7,3.0,Management communication can improve significantly.
E18723,2.6,2.5,3.1,3.5,2.7,Management does not listen to employee feedback.
E18724,3.4,3.5,2.7,3.5,3.3,Workload is sometimes heavy but manageable.
E18725,4.0,3.0,3.1,5.0,3.8,Work-life balance is great and the team is collaborative.
E18726,4.9,3.3,3.0,3.2,3.9,Compensation is competitive and I feel valued.
E18727,4.8,2.9,3.2,3.4,3.7,"Job is fine, but looking to grow further."
E18728,5.0,3.2,3.4,3.8,3.7,Work is okay but growth opportunities are limited.
E18729,4.6,2.2,3.8,3.5,3.4,"Job is fine, but looking to grow further."
E18730,4.1,2.2,3.2,3.8,3.6,Management communication can improve significantly.
E18731,5.0,3.3,4.1,4.0,4.0,Compensation is competitive and I feel valued.
E18732,4.4,3.1,3.2,3.5,3.5,Reasonable work-life balance most of the time.
E18733,4.2,2.4,3.5,2.7,3.3,Workload is sometimes heavy but manageable.
E18734,5.0,3.0,3.4,3.2,3.7,Salary is decent but bonuses could be better.
E18735,2.6,3.4,2.6,4.0,3.0,Management communication can improve significantly.
E18736,4.2,2.9,3.4,2.9,3.3,Salary is decent but bonuses could be better.
E18737,4.4,2.9,3.4,2.9,3.4,Reasonable work-life balance most of the time.
E18738,3.9,3.0,3.2,4.3,3.6,Workload is sometimes heavy but manageable.
E18739,4.6,2.7,3.4,4.0,3.9,Work-life balance is great and the team is collaborative.
E18740,3.7,3.2,2.5,3.7,3.3,Reasonable work-life balance most of the time.
E18741,4.7,3.1,3.9,4.1,4.0,Management is supportive and career growth is clear.
E18742,3.0,3.0,2.2,3.0,2.8,Management communication can improve significantly.
E18743,4.0,3.2,3.4,3.6,3.5,Work is okay but growth opportunities are limited.
E18744,5.0,2.6,3.9,3.0,3.7,Salary is decent but bonuses could be better.
E18745,4.1,3.3,4.2,3.7,3.8,Feel recognised for my contributions regularly.
E18746,4.3,3.6,3.8,3.4,3.8,Feel recognised for my contributions regularly.
E18747,4.3,3.2,3.7,4.9,4.0,Great work environment with strong mentorship.
E18748,4.6,3.0,4.2,4.8,4.4,Management is supportive and career growth is clear.
E18749,5.0,3.2,3.8,4.5,4.4,Great work environment with strong mentorship.
E18750,4.9,2.6,3.8,3.1,3.4,Work is okay but growth opportunities are limited.
E18751,4.4,3.2,3.8,3.4,3.6,Management communication can improve significantly.
E18752,4.1,3.1,3.4,4.7,3.8,Excellent team culture and flexible hours.
E18753,4.8,2.9,4.0,4.3,4.1,Management is supportive and career growth is clear.
E18754,5.0,2.7,4.0,4.5,4.1,"Very happy with my role, learning a lot every day."
E18755,2.7,2.3,2.5,3.5,2.9,Management communication can improve significantly.
E18756,4.9,2.7,4.4,3.5,3.9,Great work environment with strong mentorship.
E18757,3.9,1.5,4.0,3.0,3.4,Work is okay but growth opportunities are limited.
E18758,3.9,2.1,3.4,3.8,3.7,Salary is decent but bonuses could be better.
E18759,5.0,2.6,4.2,4.6,4.3,Strong leadership and clear direction from management.
E18760,3.0,3.7,3.4,4.4,3.6,Salary is decent but bonuses could be better.
E18761,3.9,2.6,2.9,4.0,3.6,Workload is sometimes heavy but manageable.
E18762,3.0,3.2,2.9,3.1,3.0,Management communication can improve significantly.
E18763,3.9,4.0,3.3,3.3,3.7,Could use more clarity on promotion criteria.
E18764,3.8,2.4,2.3,2.9,3.0,Could use more clarity on promotion criteria.
E18765,4.8,2.6,4.3,4.0,4.3,Compensation is competitive and I feel valued.
E18766,4.7,2.5,4.6,4.4,4.4,"Very happy with my role, learning a lot every day."
E18767,4.1,2.7,3.9,3.7,3.8,Strong leadership and clear direction from management.
E18768,4.9,2.2,4.3,4.1,4.2,Work-life balance is great and the team is collaborative.
E18769,4.3,2.8,3.6,3.6,3.5,Management communication can improve significantly.
E18770,4.3,2.8,3.3,4.9,3.7,Workload is sometimes heavy but manageable.
E18771,3.9,2.5,3.4,3.1,3.1,Work is okay but growth opportunities are limited.
E18772,4.4,3.1,3.5,3.6,3.8,"Very happy with my role, learning a lot every day."
E18773,4.9,2.5,4.2,3.1,3.9,Management is supportive and career growth is clear.
E18774,3.4,3.6,2.8,3.4,3.3,Work is okay but growth opportunities are limited.
E18775,3.8,2.5,3.4,3.5,3.5,Work is okay but growth opportunities are limited.
E18776,4.8,2.8,2.9,4.6,4.0,Management is supportive and career growth is clear.
E18777,3.7,3.0,3.1,3.8,3.2,"Job is fine, but looking to grow further."
E18778,4.4,2.8,4.1,3.6,3.9,Management is supportive and career growth is clear.
E18779,5.0,2.4,3.9,4.1,4.1,Feel recognised for my contributions regularly.
E18780,4.2,2.1,3.3,3.8,3.5,Management communication can improve significantly.
E18781,5.0,2.7,5.0,4.5,4.4,Great work environment with strong mentorship.
E18782,5.0,2.4,4.2,4.3,4.1,Excellent team culture and flexible hours.
E18783,3.6,2.8,3.6,4.0,3.5,Work is okay but growth opportunities are limited.
E18784,4.1,3.7,3.3,3.3,3.5,Workload is sometimes heavy but manageable.
E18785,3.8,3.4,3.4,4.5,3.9,Feel recognised for my contributions regularly.
E18786,4.0,3.2,4.2,3.1,3.3,Reasonable work-life balance most of the time.
E18787,3.9,3.3,4.2,4.0,3.9,Compensation is competitive and I feel valued.
E18788,4.6,2.5,3.9,3.5,4.0,Strong leadership and clear direction from management.
E18789,5.0,1.9,4.3,3.6,3.9,"Very happy with my role, learning a lot every day."
E18790,2.5,2.6,2.5,3.3,2.8,Workload is sometimes heavy but manageable.
E18791,4.0,2.4,3.5,3.3,3.3,Reasonable work-life balance most of the time.
E18792,5.0,2.3,3.5,4.1,4.1,Management is supportive and career growth is clear.
E18793,4.7,3.1,3.4,4.5,4.1,Work-life balance is great and the team is collaborative.
E18794,4.2,2.7,3.7,3.4,3.6,Management communication can improve significantly.
E18795,4.0,2.7,4.2,3.1,3.5,Salary is decent but bonuses could be better.
E18796,4.7,3.1,3.7,3.7,3.9,Excellent team culture and flexible hours.
E18797,5.0,2.1,4.6,3.6,3.9,Management is supportive and career growth is clear.
E18798,4.2,3.2,3.8,2.8,3.6,"Job is fine, but looking to grow further."
E18799,4.3,3.4,3.5,3.8,3.6,Some processes feel outdated but the team is good.
E18800,4.1,3.8,3.2,3.8,3.9,Management is supportive and career growth is clear.
E18801,4.6,3.2,3.2,3.5,3.7,Some processes feel outdated but the team is good.
E18802,2.7,2.6,3.3,3.5,3.1,Salary is decent but bonuses could be better.
E18803,4.3,2.9,3.6,3.5,3.6,Some processes feel outdated but the team is good.
E18804,4.5,2.8,3.7,3.1,3.7,Salary is decent but bonuses could be better.
E18805,4.1,2.3,4.2,3.1,3.5,Work is okay but growth opportunities are limited.
E18806,3.1,2.6,3.5,3.4,3.2,Management communication can improve significantly.
E18807,5.0,3.1,4.3,3.4,3.9,Compensation is competitive and I feel valued.
E18808,4.2,3.0,3.7,2.8,3.5,Reasonable work-life balance most of the time.
E18809,5.0,3.0,4.0,3.9,4.0,Strong leadership and clear direction from management.
E18810,5.0,3.7,3.9,3.7,4.0,Compensation is competitive and I feel valued.
E18811,5.0,2.8,3.1,4.5,4.2,Feel recognised for my contributions regularly.
E18812,3.8,3.5,3.5,2.8,3.5,Management communication can improve significantly.
E18813,3.0,3.0,3.0,4.2,3.2,"Job is fine, but looking to grow further."
E18814,4.5,2.3,4.0,3.4,3.7,"Job is fine, but looking to grow further."
E18815,4.1,2.8,3.5,3.1,3.4,Some processes feel outdated but the team is good.
E18816,4.0,3.5,3.3,3.4,3.5,Salary is decent but bonuses could be better.
E18817,3.6,2.9,3.7,2.6,3.2,"Job is fine, but looking to grow further."
E18818,4.2,2.1,2.8,3.5,3.2,Could use more clarity on promotion criteria.
E18819,2.6,3.2,2.9,3.4,2.9,Some processes feel outdated but the team is good.
E18820,4.2,2.1,3.8,2.8,3.4,"Job is fine, but looking to grow further."
E18821,4.1,2.9,3.7,4.5,3.8,Management is supportive and career growth is clear.
E18822,4.0,2.6,2.9,2.5,2.9,Work is okay but growth opportunities are limited.
E18823,4.7,2.7,3.5,4.3,4.1,Compensation is competitive and I feel valued.
E18824,5.0,2.4,4.2,3.5,3.9,Compensation is competitive and I feel valued.
E18825,5.0,2.5,3.6,5.0,4.2,Strong leadership and clear direction from management.
E18826,4.7,2.4,3.1,4.0,3.4,Management communication can improve significantly.
E18827,2.2,3.1,2.9,3.2,2.9,Reasonable work-life balance most of the time.
E18828,3.6,2.0,2.9,4.0,3.4,Could use more clarity on promotion criteria.
E18829,4.3,3.2,3.2,3.7,3.7,Could use more clarity on promotion criteria.
E18830,3.4,2.6,2.8,3.7,2.8,Salary is decent but bonuses could be better.
E18831,5.0,1.9,3.6,4.1,4.0,Management is supportive and career growth is clear.
E18832,3.3,2.3,3.4,2.7,3.0,Reasonable work-life balance most of the time.
E18833,4.4,2.8,3.9,3.2,3.8,"Very happy with my role, learning a lot every day."
E18834,3.9,2.7,4.3,4.1,3.7,Management communication can improve significantly.
E18835,2.7,2.8,2.6,2.8,2.6,No clear career path — very frustrated.
E18836,5.0,3.2,3.9,3.9,4.3,Strong leadership and clear direction from management.
E18837,4.2,2.8,3.9,2.5,3.5,Management communication can improve significantly.
E18838,5.0,3.3,3.7,4.3,4.2,Compensation is competitive and I feel valued.
E18839,4.7,2.7,3.9,3.6,3.8,Feel recognised for my contributions regularly.
E18840,5.0,2.8,4.2,5.0,4.1,Strong leadership and clear direction from management.
E18841,4.0,3.4,3.4,4.2,4.1,Strong leadership and clear direction from management.
E18842,5.0,2.9,4.1,3.8,4.2,Work-life balance is great and the team is collaborative.
E18843,4.3,2.5,4.0,2.7,3.6,Reasonable work-life balance most of the time.
E18844,4.8,2.7,4.0,4.0,4.1,Work-life balance is great and the team is collaborative.
E18845,5.0,3.0,4.4,4.8,4.3,Feel recognised for my contributions regularly.
E18846,4.2,2.3,3.1,3.3,3.4,Some processes feel outdated but the team is good.
E18847,4.0,2.8,2.4,3.6,3.3,Management communication can improve significantly.
E18848,3.2,3.2,3.4,2.8,3.1,Workload is sometimes heavy but manageable.
E18849,2.5,3.3,3.1,2.8,2.9,Reasonable work-life balance most of the time.
E18850,3.1,2.8,3.9,4.9,3.7,Reasonable work-life balance most of the time.
E18851,3.1,2.6,2.5,3.5,3.0,Could use more clarity on promotion criteria.
E18852,4.8,3.3,3.7,3.0,3.5,Could use more clarity on promotion criteria.
E18853,4.9,3.0,3.6,3.7,4.0,Excellent team culture and flexible hours.
E18854,4.4,2.5,4.2,3.3,3.6,Reasonable work-life balance most of the time.
E18855,4.0,2.9,4.1,3.5,3.8,Management is supportive and career growth is clear.
E18856,5.0,2.5,4.6,3.8,4.2,Feel recognised for my contributions regularly.
E18857,4.6,3.1,3.5,5.0,4.2,Excellent team culture and flexible hours.
E18858,5.0,3.3,3.8,3.6,4.1,Management is supportive and career growth is clear.
E18859,4.6,3.3,3.4,3.4,3.6,Workload is sometimes heavy but manageable.
E18860,3.3,3.4,3.3,2.4,3.1,Some processes feel outdated but the team is good.
E18861,4.6,3.7,3.7,3.5,4.2,Great work environment with strong mentorship.
E18862,5.0,2.0,4.1,4.5,4.1,Excellent team culture and flexible hours.
E18863,4.8,2.7,3.3,4.3,3.7,Work is okay but growth opportunities are limited.
E18864,3.8,2.5,3.7,3.8,3.4,Some processes feel outdated but the team is good.
E18865,5.0,2.9,3.4,5.0,4.0,Work-life balance is great and the team is collaborative.
E18866,4.8,2.8,3.5,3.6,3.6,Management communication can improve significantly.
E18867,5.0,2.8,3.1,3.5,3.6,Salary is decent but bonuses could be better.
E18868,4.6,3.1,4.0,3.5,3.9,Great work environment with strong mentorship.
E18869,4.4,2.8,3.7,4.0,4.0,Strong leadership and clear direction from management.
E18870,4.2,1.8,3.8,3.8,3.3,Some processes feel outdated but the team is good.
E18871,3.2,2.1,2.8,3.0,2.8,Management communication can improve significantly.
E18872,5.0,2.4,4.6,3.7,4.1,"Very happy with my role, learning a lot every day."
E18873,3.0,3.7,2.8,3.2,3.1,Could use more clarity on promotion criteria.
E18874,5.0,2.3,3.6,5.0,4.3,Compensation is competitive and I feel valued.
E18875,4.7,2.3,3.7,3.2,3.6,Reasonable work-life balance most of the time.
E18876,4.1,2.4,3.7,2.8,3.3,Workload is sometimes heavy but manageable.
E18877,4.4,2.1,4.3,3.9,3.7,Workload is sometimes heavy but manageable.
E18878,4.9,2.6,4.1,3.3,3.9,Excellent team culture and flexible hours.
E18879,4.4,3.5,3.9,3.2,3.9,Great work environment with strong mentorship.
E18880,5.0,2.4,4.0,5.0,4.2,Compensation is competitive and I feel valued.
E18881,5.0,2.6,3.1,4.0,3.6,Salary is decent but bonuses could be better.
E18882,4.8,2.9,3.6,4.1,3.9,Compensation is competitive and I feel valued.
E18883,5.0,2.5,4.8,4.2,4.3,Feel recognised for my contributions regularly.
E18884,4.2,3.0,3.7,3.7,3.8,Great work environment with strong mentorship.
E18885,5.0,2.3,4.4,4.0,4.2,Feel recognised for my contributions regularly.
E18886,3.9,3.2,3.2,3.4,3.1,Some processes feel outdated but the team is good.
E18887,4.7,3.7,3.6,3.2,3.9,Great work environment with strong mentorship.
E18888,3.0,2.7,3.6,3.4,3.4,Salary is decent but bonuses could be better.
E18889,4.4,2.5,3.4,3.5,3.6,Salary is decent but bonuses could be better.
E18890,4.9,2.4,3.8,4.7,3.9,Work-life balance is great and the team is collaborative.
E18891,2.6,2.3,3.8,3.2,3.0,Management communication can improve significantly.
E18892,4.3,3.4,3.7,3.6,3.9,Great work environment with strong mentorship.
E18893,3.4,2.2,3.8,2.2,3.2,Management communication can improve significantly.
E18894,4.9,2.5,4.4,3.5,4.3,Strong leadership and clear direction from management.
E18895,5.0,3.1,4.6,4.1,4.3,Compensation is competitive and I feel valued.
E18896,4.6,3.2,3.6,4.6,3.9,Management is supportive and career growth is clear.
E18897,4.3,2.5,4.0,3.3,3.5,Workload is sometimes heavy but manageable.
E18898,5.0,2.5,3.5,3.9,4.0,Management is supportive and career growth is clear.
E18899,4.3,3.0,4.2,3.9,3.8,Great work environment with strong mentorship.
E18900,2.2,3.1,2.5,3.3,2.8,Reasonable work-life balance most of the time.
E18901,3.7,3.0,3.5,3.7,3.3,Management communication can improve significantly.
E18902,4.7,3.1,3.7,2.2,3.6,Management communication can improve significantly.
E18903,4.6,3.1,3.7,3.9,3.8,Work-life balance is great and the team is collaborative.
E18904,4.5,2.9,4.0,3.8,4.1,Compensation is competitive and I feel valued.
E18905,4.4,3.4,3.4,4.0,3.9,"Very happy with my role, learning a lot every day."
E18906,3.0,3.0,3.5,3.9,3.5,Could use more clarity on promotion criteria.
E18907,5.0,3.1,3.0,2.8,3.8,Feel recognised for my contributions regularly.
E18908,4.5,3.4,3.0,3.2,3.5,Some processes feel outdated but the team is good.
E18909,3.7,3.5,3.8,3.8,3.7,Could use more clarity on promotion criteria.
E18910,3.3,2.8,2.9,3.2,3.1,Work is okay but growth opportunities are limited.
E18911,5.0,2.9,3.3,3.4,3.6,"Job is fine, but looking to grow further."
E18912,4.9,2.8,3.6,4.2,3.8,Management is supportive and career growth is clear.
E18913,4.2,3.2,3.7,5.0,4.1,Compensation is competitive and I feel valued.
E18914,4.6,2.7,3.8,4.4,4.0,Great work environment with strong mentorship.
E18915,4.7,2.2,4.4,3.5,3.7,Work is okay but growth opportunities are limited.
E18916,3.3,3.2,3.3,3.4,2.9,Management communication can improve significantly.
E18917,4.5,3.4,3.3,3.2,3.7,Management communication can improve significantly.
E18918,4.3,2.6,3.1,3.4,3.3,Work is okay but growth opportunities are limited.
E18919,4.5,3.5,3.4,3.5,3.9,Feel recognised for my contributions regularly.
E18920,3.5,2.7,3.4,3.0,3.4,Reasonable work-life balance most of the time.
E18921,4.8,2.7,4.0,4.2,4.1,Work-life balance is great and the team is collaborative.
E18922,3.1,3.3,3.7,4.1,3.4,"Job is fine, but looking to grow further."
E18923,5.0,2.7,3.6,4.5,4.1,"Very happy with my role, learning a lot every day."
E18924,5.0,3.1,3.6,3.7,3.9,Excellent team culture and flexible hours.
E18925,4.3,2.8,3.1,4.1,3.8,Feel recognised for my contributions regularly.
E18926,5.0,3.2,3.5,4.0,4.1,Compensation is competitive and I feel valued.
E18927,3.9,3.2,3.6,3.5,3.6,"Job is fine, but looking to grow further."
E18928,3.2,2.9,3.1,4.9,3.8,Management is supportive and career growth is clear.
E18929,3.2,2.6,3.1,4.5,3.5,Reasonable work-life balance most of the time.
E18930,3.5,2.4,3.9,3.4,3.5,Management communication can improve significantly.
E18931,4.2,3.5,3.3,3.7,3.6,Workload is sometimes heavy but manageable.
E18932,4.2,3.2,3.7,3.1,3.9,Feel recognised for my contributions regularly.
E18933,5.0,2.6,4.2,4.1,4.1,Great work environment with strong mentorship.
E18934,4.2,2.6,3.5,2.8,3.2,Workload is sometimes heavy but manageable.
E18935,4.3,3.1,3.7,4.2,3.7,Reasonable work-life balance most of the time.
E18936,5.0,3.2,3.5,4.3,4.2,Compensation is competitive and I feel valued.
E18937,4.0,1.6,3.9,3.4,3.3,Salary is decent but bonuses could be better.
E18938,3.9,2.8,3.4,3.4,3.5,Could use more clarity on promotion criteria.
E18939,3.3,3.7,2.8,3.1,3.0,Could use more clarity on promotion criteria.
E18940,4.0,2.0,3.2,3.2,3.2,Some processes feel outdated but the team is good.
E18941,3.6,2.3,3.8,2.7,3.1,Reasonable work-life balance most of the time.
E18942,4.1,3.0,3.5,3.7,3.5,Reasonable work-life balance most of the time.
